City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,san pedro pochutla,15.7333,-96.4667,28.3,62,24,1.29,MX,1698591707
290,mugia,43.1041,-9.2179,13.84,66,79,9.22,ES,1698591708
291,warmbaths,-24.8833,28.2833,23.19,52,70,9.57,ZA,1698591613
292,st. john's,47.5649,-52.7093,9.43,73,75,13.89,CA,1698591708
293,hasaki,35.7333,140.8333,12.22,61,18,8.97,JP,1698591708
294,college,64.8569,-147.8028,-5.86,87,100,0.96,US,1698591709
295,arraial do cabo,-22.9661,-42.0278,32.92,55,0,6.69,BR,1698591709
296,springbok,-29.6643,17.8865,24.32,8,0,8.3,ZA,1698591709
297,bathsheba,13.2167,-59.5167,29.34,84,40,7.2,BB,1698591709
298,whistler,50.1164,-122.9695,-3.02,93,0,0.0,CA,1698591676
299,lihue,21.9789,-159.3672,22.77,88,40,2.57,US,1698591475
300,oamaru,-45.0784,170.9801,7.99,91,2,3.62,NZ,1698591699
301,masterton,-40.9597,175.6575,6.6,95,100,1.13,NZ,1698591710
302,kingscliff,-28.2667,153.5667,16.52,88,100,0.51,AU,1698591711
303,merizo village,13.2658,144.6691,28.1,92,99,4.26,GU,1698591711
304,narvik,68.4384,17.4272,-1.33,91,75,2.35,NO,1698591711
305,whitehorse,60.7161,-135.0538,-3.57,92,100,6.71,CA,1698591711
306,meulaboh,4.1363,96.1285,24.71,92,100,1.88,ID,1698591712
307,enewetak,11.3474,162.3373,28.85,76,24,7.56,MH,1698591713
308,morondava,-20.2833,44.2833,26.77,71,0,8.73,MG,1698591713
309,aasiaat,68.7098,-52.8699,-7.61,88,100,2.23,GL,1698591713
310,hotan,37.0997,79.9269,16.17,18,100,2.11,CN,1698591713
311,afaahiti,-17.75,-149.2833,22.93,82,42,6.61,PF,1698591714
312,eyl,7.9803,49.8164,27.37,75,74,6.37,SO,1698591714
313,prince rupert,54.3161,-130.3201,4.83,84,0,4.12,CA,1698591625
314,seydi,39.4816,62.9137,23.67,32,72,2.89,TM,1698591715
315,elliot lake,46.3834,-82.6331,2.07,87,100,1.6,CA,1698591715
316,saipan,15.1355,145.701,28.8,78,59,6.06,MP,1698591715
317,nampula,-15.1165,39.2666,34.97,26,75,5.36,MZ,1698591621
318,korla,41.7597,86.1469,12.95,37,31,2.12,CN,1698591715
319,keflavik,64.0049,-22.5624,6.95,52,0,0.51,IS,1698591715
320,fortuna,40.5982,-124.1573,7.19,93,0,5.14,US,1698591716
321,fort-shevchenko,44.5086,50.263,15.26,77,40,3.54,KZ,1698591716
322,kingston,17.997,-76.7936,30.69,69,40,3.09,JM,1698591639
323,weno,7.4515,151.8468,27.97,83,100,4.63,FM,1698591717
324,darovskoy,58.77,47.9564,-1.72,94,100,2.55,RU,1698591717
325,salym,60.0625,71.4789,-9.03,85,11,2.14,RU,1698591717
326,wau,7.7029,27.9953,30.18,56,58,1.62,SS,1698591718
327,qoryooley,1.7878,44.53,26.28,79,90,3.91,SO,1698591718
328,pelabuhanratu,-6.9875,106.5514,26.11,85,57,1.8,ID,1698591719
329,gadzhiyevo,69.2551,33.3362,-7.42,91,100,1.39,RU,1698591719
330,guarapari,-20.6667,-40.4975,29.85,56,75,8.43,BR,1698591719
331,san luis de la loma,17.2706,-100.8939,27.64,77,98,1.08,MX,1698591720
332,cotonou,6.3654,2.4183,30.99,70,40,4.12,BJ,1698591721
333,palopo,-2.9996,120.1921,25.04,72,97,1.3,ID,1698591721
334,veglie,40.3351,17.9652,23.99,51,0,2.57,IT,1698591426
335,leh,34.1667,77.5833,4.49,30,58,2.1,IN,1698591721
336,selfoss,63.9331,-20.9971,1.69,62,16,3.02,IS,1698591721
337,maumere,-8.6199,122.2111,26.34,79,94,1.12,ID,1698591721
338,na klang,17.3072,102.1889,23.9,91,100,1.64,TH,1698591722
339,asau,46.4333,26.4,19.51,56,0,2.09,RO,1698591722
340,mont-laurier,46.5501,-75.4993,0.79,53,100,0.49,CA,1698591551
341,puerto deseado,-47.7503,-65.8938,9.13,41,29,10.26,AR,1698591723
342,ocean city,39.2776,-74.5746,19.45,77,99,2.68,US,1698591723
343,yorkton,51.2167,-102.4677,-8.09,93,100,4.12,CA,1698591665
344,general conesa,-40.1,-64.4333,17.7,15,100,11.29,AR,1698591724
345,roccella ionica,38.322,16.4009,23.23,58,2,2.96,IT,1698591724
346,sao jose da coroa grande,-8.8978,-35.1478,27.86,61,60,6.37,BR,1698591724
347,arkalyk,50.2486,66.9114,10.46,96,100,8.21,KZ,1698591724
348,wuchuan,21.4571,110.7659,22.87,92,97,3.8,CN,1698591725
349,saldanha,-33.0117,17.9442,28.03,40,0,6.74,ZA,1698591725
350,newman,37.3138,-121.0208,6.69,46,0,1.6,US,1698591725
351,paramonga,-10.6667,-77.8333,21.46,78,90,4.57,PE,1698591725
352,mundri,-6.9558,111.71,27.28,74,25,1.88,ID,1698591726
353,benghazi,32.1167,20.0667,24.53,62,4,6.1,LY,1698591726
354,luderitz,-26.6481,15.1594,25.55,33,6,11.29,NA,1698591726
355,wick,58.4333,-3.0833,9.03,81,100,11.32,GB,1698591726
356,omdurman,15.6445,32.4777,36.31,19,98,1.46,SD,1698591727
357,impfondo,1.6381,18.0667,30.52,59,91,1.13,CG,1698591727
358,diego de almagro,-26.3667,-70.05,21.43,31,1,4.07,CL,1698591727
359,vidyayevo,69.3191,32.8049,-7.49,92,100,1.22,RU,1698591727
360,betioky,-23.7167,44.3833,26.32,50,0,5.89,MG,1698591727
361,meraux,29.933,-89.9498,27.78,62,2,1.79,US,1698591728
362,mogadishu,2.0371,45.3438,26.93,89,75,5.14,SO,1698591610
363,barcelos,41.5388,-8.6151,16.58,81,100,2.85,PT,1698591681
364,puerto armuelles,8.2833,-82.8667,25.99,87,75,3.13,PA,1698591671
365,dudinka,69.4058,86.1778,-15.74,92,63,5.81,RU,1698591728
366,kargasok,59.0556,80.8572,-11.13,94,21,1.34,RU,1698591729
367,compostela,7.6731,126.0889,23.3,96,11,0.43,PH,1698591729
368,rundu,-17.9333,19.7667,36.61,16,77,2.41,NA,1698591730
369,loikaw,19.6742,97.2094,19.67,95,100,0.82,MM,1698591730
370,farasan,16.7022,42.1183,28.54,67,100,1.77,SA,1698591580
371,port lincoln,-34.7333,135.8667,13.51,77,100,5.08,AU,1698591730
372,gaigeturi,33.4644,126.3183,15.03,67,0,2.06,KR,1698591731
373,nar'yan-mar,67.6713,53.087,-8.83,86,100,5.81,RU,1698591731
374,lishu,43.3047,124.3278,13.85,60,11,7.99,CN,1698591732
375,otura,37.0767,-3.6521,18.6,47,20,1.54,ES,1698591732
376,kangding,30.0513,101.9603,6.75,69,25,1.43,CN,1698591733
377,palikir - national government center,6.9248,158.1611,27.38,76,100,3.11,FM,1698591733
378,sao miguel do tapuio,-5.5036,-41.3233,37.08,21,60,4.65,BR,1698591733
379,poronaysk,49.2167,143.1167,0.65,72,28,1.68,RU,1698591733
380,vanimo,-2.6741,141.3028,25.52,89,81,2.59,PG,1698591734
381,andergrove,-21.0833,149.1833,15.91,65,23,2.52,AU,1698591734
382,vorgashor,67.5833,63.95,-16.74,95,19,2.46,RU,1698591735
383,oroquieta,8.4858,123.8044,25.33,84,61,1.84,PH,1698591735
384,abepura,-2.6333,140.5833,25.45,83,40,0.0,ID,1698591736
385,sonqor,34.7837,47.6004,14.42,28,10,1.04,IR,1698591736
386,san ignacio,17.1561,-89.0714,24.08,94,75,0.0,BZ,1698591737
387,san mariano,7.5,126.0,22.64,95,15,1.05,PH,1698591737
388,valle de la pascua,9.2155,-66.0073,32.55,49,26,3.57,VE,1698591737
389,san patricio,28.017,-97.5169,28.92,68,1,4.9,US,1698591738
390,santa cruz,-17.8,-63.1667,29.7,70,75,12.86,BO,1698591610
391,daru,-9.0763,143.2092,25.25,88,100,7.26,PG,1698591738
392,muisne,0.6,-80.0333,25.63,84,100,3.57,EC,1698591738
393,manta,-0.95,-80.7333,26.88,65,40,2.06,EC,1698591626
394,saint-pierre,-21.3393,55.4781,26.82,69,75,4.63,RE,1698591739
395,yuci,37.6803,112.7319,11.86,43,0,2.0,CN,1698591740
396,tommot,58.9564,126.2925,-8.02,98,100,0.37,RU,1698591740
397,twentynine palms,34.1356,-116.0542,13.32,18,0,1.34,US,1698591546
398,qui nhon,13.7667,109.2333,25.84,88,92,2.8,VN,1698591740
399,vrangel',42.7297,133.0839,7.01,51,1,1.65,RU,1698591741
400,pandan,14.0453,124.1694,26.95,84,100,5.33,PH,1698591741
401,sosnovo-ozerskoye,52.5249,111.5418,-9.78,58,56,1.54,RU,1698591741
402,anshun,26.25,105.9333,14.3,83,71,2.42,CN,1698591741
403,qaqortoq,60.7167,-46.0333,2.72,65,100,3.26,GL,1698591742
404,secunderabad,17.5043,78.5426,25.79,69,75,2.06,IN,1698591742
405,sao vicente,-23.9631,-46.3919,32.93,59,75,4.63,BR,1698591743
406,sakaiminato,35.55,133.2333,13.99,88,75,2.57,JP,1698591743
407,ust'-ilimsk,58.0006,102.6619,-3.64,56,98,5.36,RU,1698591744
408,tsiombe,-25.3,45.4833,27.3,62,3,5.1,MG,1698591744
409,maine soroa,13.2114,12.0241,37.62,12,19,7.89,NE,1698591745
410,aykhal,66.0,111.5,-18.73,93,100,5.62,RU,1698591745
411,sao joao da barra,-21.6403,-41.0511,31.05,76,100,7.66,BR,1698591746
412,gandajika,-6.75,23.95,27.92,60,62,1.92,CD,1698591746
413,haveli lakha,30.4502,73.6989,27.36,25,0,1.41,PK,1698591746
414,chihuahua,28.5,-106.0,19.94,28,0,1.49,MX,1698591583
415,pekanbaru,0.5333,101.45,24.06,95,100,0.9,ID,1698591617
416,malango,-2.9627,119.9001,19.46,85,99,0.69,ID,1698591748
417,leava,-14.3,-178.1667,27.03,84,69,4.75,WF,1698591749
418,kruisfontein,-34.0033,24.7314,14.57,47,5,6.79,ZA,1698591749
419,berezovskiy,55.6,86.2,-4.77,82,57,2.62,RU,1698591749
420,mount pearl,47.5166,-52.7813,8.97,73,75,13.89,CA,1698591750
421,krasnoyarsk,56.0097,92.7917,-9.64,74,8,0.9,RU,1698591751
422,belmonte,-15.8631,-38.8828,28.45,56,86,4.92,BR,1698591751
423,cabaritan east,18.4206,121.4897,25.99,82,30,4.77,PH,1698591751
424,tondano,1.3038,124.9112,23.05,88,67,0.45,ID,1698591752
425,teknaf,20.8624,92.3058,23.9,74,78,3.62,BD,1698591753
426,la mira,18.035,-102.3266,27.01,78,73,1.81,MX,1698591753
427,juan griego,11.0817,-63.9655,30.93,63,46,5.52,VE,1698591754
428,tuburan,6.6439,122.2736,27.78,73,24,0.94,PH,1698591754
429,okondja,-0.6549,13.6753,30.33,62,67,1.32,GA,1698591754
430,tshela,-4.9833,12.9333,30.93,64,99,1.1,CD,1698591755
431,oltiariq,40.3919,71.4742,18.86,34,100,0.32,UZ,1698591755
432,udachny,66.4167,112.4,-15.86,77,100,4.23,RU,1698591755
433,pudasjarvi,65.3833,26.9167,-5.31,79,99,1.4,FI,1698591756
434,maralal,1.0968,36.698,18.14,73,96,3.83,KE,1698591756
435,taoudenni,22.6783,-3.9836,39.25,7,3,2.33,ML,1698591756
436,zambezi,-13.5432,23.1047,35.11,20,75,0.88,ZM,1698591756
437,bomi,7.2461,-11.5258,32.71,51,38,2.73,SL,1698591756
438,gulf breeze,30.3571,-87.1639,25.12,82,0,4.12,US,1698591490
439,terrace,54.5163,-128.6035,-4.05,86,20,2.06,CA,1698591606
440,uba,-21.12,-42.9428,30.07,58,100,6.02,BR,1698591757
441,huarmey,-10.0681,-78.1522,22.19,77,73,5.34,PE,1698591757
442,mahdishahr,35.7108,53.3556,15.59,29,26,0.81,IR,1698591757
443,qarauyl,48.9451,79.255,7.48,82,100,5.99,KZ,1698591757
444,diamantino,-14.4086,-56.4461,38.53,29,92,3.66,BR,1698591758
445,balta,47.9355,29.6198,15.32,50,27,1.4,UA,1698591758
446,az zulfi,26.2995,44.8154,28.01,27,99,4.16,SA,1698591758
447,mana,5.6592,-53.7767,31.38,64,85,5.76,GF,1698591759
448,mejit,10.2753,170.8646,28.27,80,93,8.56,MH,1698591759
449,la'ie,21.6477,-157.9253,26.98,78,6,3.32,US,1698591759
450,amarante do maranhao,-5.5667,-46.7422,37.98,26,26,4.26,BR,1698591759
451,qarah bagh,34.9402,61.7759,22.26,27,5,2.32,AF,1698591587
452,kelso,46.1468,-122.9084,2.91,90,20,1.54,US,1698591759
453,mangrol,21.1167,70.1167,27.82,68,100,2.25,IN,1698591760
454,ko pha ngan,9.7578,100.0291,24.38,71,100,3.27,TH,1698591760
455,sergeyevka,53.88,67.4158,-0.01,98,100,6.45,KZ,1698591760
456,sanchor,24.7553,71.7722,29.29,27,56,2.24,IN,1698591760
457,katsuura,35.1333,140.3,16.3,63,39,5.59,JP,1698591760
458,merke,42.8728,73.1786,18.76,42,100,2.47,KZ,1698591761
459,almeirim,-1.5233,-52.5817,35.84,39,7,3.26,BR,1698591761
460,sterling,39.0062,-77.4286,21.25,83,100,3.13,US,1698591761
461,gizo,-8.103,156.8419,27.35,81,100,2.85,SB,1698591761
462,sovetskaya gavan',48.9723,140.2878,3.95,59,52,1.55,RU,1698591761
463,biltine,14.5333,20.9167,37.21,11,63,3.66,TD,1698591761
464,bytow,54.1706,17.4919,10.12,86,100,6.27,PL,1698591762
465,port alberni,49.2413,-124.8028,6.91,94,33,0.89,CA,1698591762
466,sungailiat,-1.85,106.1333,27.91,73,11,4.44,ID,1698591762
467,north platte,41.1239,-100.7654,-3.82,84,75,3.13,US,1698591762
468,wietmarschen,52.5333,7.1333,14.41,75,100,8.42,DE,1698591762
469,vadso,70.0744,29.7487,-2.91,80,100,4.12,NO,1698591763
470,kapuskasing,49.4169,-82.4331,-0.95,93,75,3.09,CA,1698591759
471,beloomut,54.9448,39.3394,-0.53,97,100,4.43,RU,1698591668
472,zhoushan,30.0108,122.2047,20.46,66,58,3.36,CN,1698591763
473,vieira de leiria,39.8695,-8.9324,19.12,86,75,3.09,PT,1698591763
474,lesnoy,57.6198,63.0784,-4.13,91,100,6.89,RU,1698591764
475,nahiyat ash shinafiyah,31.5874,44.6602,30.6,23,100,3.64,IQ,1698591764
476,jinchang,38.4953,102.1739,12.07,27,55,1.84,CN,1698591764
477,smidovich,48.6,133.8167,2.38,56,29,2.23,RU,1698591764
478,rio claro,-22.4114,-47.5614,32.44,50,62,6.08,BR,1698591749
479,griffith,41.5284,-87.4237,8.92,94,100,5.14,US,1698591764
480,kotlas,61.2611,46.6556,-2.19,85,98,2.68,RU,1698591765
481,howrah,22.5892,88.3103,26.0,73,40,2.57,IN,1698591765
482,kinkala,-4.3614,14.7644,29.88,61,79,1.53,CG,1698591765
483,rio preto da eva,-2.6994,-59.6997,39.36,23,51,2.72,BR,1698591765
484,chilecito,-29.1619,-67.4974,31.69,7,0,3.58,AR,1698591765
485,balabac,7.9868,117.0645,28.47,74,7,3.77,PH,1698591765
486,veinticinco de mayo,-35.4323,-60.1727,16.78,85,100,3.97,AR,1698591766
487,ancud,-41.8697,-73.8203,8.14,52,96,8.32,CL,1698591766
488,ubinskoye,55.3068,79.6802,-6.08,85,6,2.82,RU,1698591766
489,bonthe,7.5264,-12.505,29.61,67,76,3.43,SL,1698591766
490,miyako,39.6367,141.9525,11.65,91,100,1.73,JP,1698591660
491,moussoro,13.6408,16.4901,37.84,11,27,5.72,TD,1698591766
492,yuzhno-kurilsk,44.0306,145.8556,7.99,76,6,2.02,RU,1698591767
493,carutapera,-1.195,-46.02,30.18,61,99,5.36,BR,1698591767
494,conde,-7.2597,-34.9075,26.7,89,75,4.63,BR,1698591767
495,molochnoye,59.2917,39.6787,-3.15,76,100,2.24,RU,1698591767
496,pacifica,37.6138,-122.4869,15.07,33,0,2.68,US,1698591768
497,maisi,43.0395,41.2621,15.29,70,96,1.43,GE,1698591768
498,kale,50.9581,1.8521,13.87,77,54,13.27,FR,1698591768
499,shanhaiguan,39.9988,119.7564,15.53,80,0,1.9,CN,1698591768
500,katsuren-haebaru,26.3369,127.8719,23.01,62,3,4.17,JP,1698591768
501,forster,-32.1667,152.5167,12.38,93,16,4.68,AU,1698591768
502,lesozavodsk,45.4794,133.4244,3.52,53,35,2.5,RU,1698591769
503,minjur,13.2667,80.2667,29.01,73,82,4.13,IN,1698591769
504,novaya igirma,57.1334,103.9112,-7.24,71,80,1.86,RU,1698591769
505,narman,40.3465,41.8703,14.45,49,100,1.1,TR,1698591769
506,kununurra,-15.7667,128.7333,24.99,65,45,2.06,AU,1698591769
507,plettenberg bay,-34.0527,23.3716,15.42,52,15,7.76,ZA,1698591770
508,sao borja,-28.6606,-56.0044,28.86,70,5,3.07,BR,1698591770
509,amga,60.8953,131.9608,-5.38,94,100,2.63,RU,1698591770
510,nizhniy kuranakh,58.8353,125.4869,-6.68,97,100,0.74,RU,1698591770
511,cestos city,5.46,-9.5828,28.84,71,7,4.95,LR,1698591770
512,monte argentario,42.4345,11.1195,21.29,75,12,8.63,IT,1698591770
513,lubao,14.9167,120.55,28.04,81,17,2.03,PH,1698591771
514,copala,16.65,-98.9833,27.42,74,58,1.04,MX,1698591771
515,piacabucu,-10.4056,-36.4344,28.72,54,98,5.81,BR,1698591771
516,sorong,-0.8833,131.25,25.79,88,47,3.05,ID,1698591771
517,nambucca heads,-30.65,153.0,16.2,85,88,3.95,AU,1698591771
518,tezu,27.9167,96.1667,21.13,66,4,1.76,IN,1698591771
519,qulsary,46.9531,54.0198,13.93,71,22,7.02,KZ,1698591771
520,howard springs,-12.497,131.047,28.95,82,21,1.02,AU,1698591772
521,orumiyeh,37.5527,45.0761,18.75,32,40,2.06,IR,1698591772
522,heinola,61.2056,26.0381,-3.88,78,6,1.6,FI,1698591772
523,vila do maio,15.1333,-23.2167,29.44,70,100,4.59,CV,1698591772
524,ixtapa,20.7,-105.2,28.46,77,50,0.45,MX,1698591773
525,happy valley-goose bay,53.3168,-60.3315,2.17,51,75,10.8,CA,1698591614
526,antalaha,-14.9003,50.2788,24.82,84,15,3.22,MG,1698591773
527,plouzane,48.3833,-4.6167,14.03,72,75,10.29,FR,1698591773
528,tahoua,14.8888,5.2692,38.99,7,0,2.06,NE,1698591773
529,cruz del eje,-30.7264,-64.8039,32.83,25,0,4.53,AR,1698591773
530,vorkuta,67.5,64.0,-17.39,96,19,2.12,RU,1698591774
531,bucerias,20.75,-105.3333,28.88,78,69,1.0,MX,1698591547
532,mar del plata,-38.0023,-57.5575,18.01,55,0,3.6,AR,1698591774
533,marti,22.9475,-80.9203,27.83,71,59,6.87,CU,1698591774
534,saltillo,25.4167,-101.0,22.38,60,0,0.0,MX,1698591579
535,taroa,8.7058,171.2275,28.35,80,46,8.95,MH,1698591775
536,poltavka,54.3663,71.7632,-1.66,68,100,4.5,RU,1698591775
537,shasta lake,40.6804,-122.3708,11.4,26,0,3.58,US,1698591775
538,privas,44.5833,4.5,20.29,87,100,7.89,FR,1698591775
539,kembe,4.6228,21.8865,28.96,68,76,0.84,CF,1698591775
540,kostomuksha,64.571,30.5767,-7.2,96,23,1.34,RU,1698591776
541,jayapura,-2.5333,140.7,25.66,89,66,3.08,ID,1698591776
542,novo aripuana,-5.1206,-60.3797,39.24,22,17,2.2,BR,1698591776
543,taro,-8.3862,115.28,23.0,90,7,0.25,ID,1698591776
544,vodice,43.7608,15.7828,23.17,68,4,5.97,HR,1698591776
545,turaif,31.6725,38.6637,24.14,38,75,2.57,SA,1698591743
546,maintirano,-18.0667,44.0167,27.3,76,1,3.67,MG,1698591749
547,sirsa,29.5333,75.0167,26.24,28,0,1.89,IN,1698591635
548,revelstoke,50.9832,-118.2023,-3.99,93,75,1.03,CA,1698591777
549,puerto aysen,-45.4,-72.7,4.33,91,99,2.14,CL,1698591777
550,olyokminsk,60.3736,120.4264,-6.7,65,8,2.36,RU,1698591777
551,cody,44.5263,-109.0565,-5.88,86,100,1.54,US,1698591592
552,xiongzhou,25.1167,114.3,20.93,84,99,1.16,CN,1698591777
553,vilyuysk,63.7553,121.6247,-10.56,94,43,2.24,RU,1698591778
554,qianzhou,28.3167,109.7167,18.51,76,15,0.85,CN,1698591778
555,al bayda',32.7627,21.7551,19.54,68,36,4.87,LY,1698591778
556,tofol,5.3248,163.0078,26.57,83,100,1.49,FM,1698591778
557,owerri,5.4833,7.0304,31.53,62,94,1.64,NG,1698591778
558,al jahra',29.3375,47.6581,28.68,24,100,0.85,KW,1698591779
559,issia,6.4922,-6.5856,29.08,66,84,1.19,CI,1698591779
560,tangalle,6.024,80.7911,25.09,82,48,0.86,LK,1698591779
561,lazaro cardenas,17.9583,-102.2,27.13,77,80,2.21,MX,1698591779
562,yanqul,23.5905,56.5501,27.11,44,98,3.23,OM,1698591779
563,astorga,-23.2325,-51.6656,24.13,61,94,4.66,BR,1698591779
564,saint-mandrier-sur-mer,43.078,5.929,21.92,79,75,3.6,FR,1698591780
565,kristiansund,63.1115,7.732,5.03,70,0,4.12,NO,1698591780
566,razole,16.4833,81.8333,25.02,80,7,1.71,IN,1698591780
567,belyy yar,53.6039,91.3903,-6.06,73,100,3.0,RU,1698591780
568,warrnambool,-38.3833,142.4833,10.08,82,100,5.7,AU,1698591725
569,yeniseysk,58.4497,92.1703,-6.14,82,74,2.68,RU,1698591780
570,campbellton,48.0075,-66.6727,3.25,55,74,5.19,CA,1698591780
571,ngorongoro,-3.2397,35.4875,19.92,39,78,4.23,TZ,1698591781
572,portland,45.5234,-122.6762,5.6,65,5,6.26,US,1698591666
573,cangucu,-31.395,-52.6756,29.56,58,11,3.06,BR,1698591781
574,vila velha,-20.3297,-40.2925,30.97,37,20,7.72,BR,1698591621
575,dzerzhinsk,56.2389,43.4631,-0.06,92,100,3.0,RU,1698591781
576,peace river,56.2501,-117.286,-8.52,98,20,1.03,CA,1698591657
577,samfya,-11.3649,29.5565,31.47,31,68,2.24,ZM,1698591781
578,marat,25.0701,45.4615,27.68,25,99,3.46,SA,1698591782
579,platnirovskaya,45.3953,39.3842,19.9,46,35,1.79,RU,1698591782
